type;word;trash;polarity
strong;fateful;"adj stemmed1=n";negative
strong;fatefully;"adverb stemmed1=n";negative
weak;fathom;"verb stemmed1=y";positive
strong;fathomless;"adj stemmed1=n";negative
weak;fatigue;"noun stemmed1=n";negative
weak;fatty;"adj stemmed1=n";negative
strong;fatuity;"noun stemmed1=n";negative
strong;fatuous;"adj stemmed1=n";negative
strong;fatuously;"adverb stemmed1=n";negative
strong;fault;"verb stemmed1=y";negative
weak;faulty;"adj stemmed1=n";negative
weak;favor;"adj stemmed1=n";positive
weak;favor;"noun stemmed1=n";positive
strong;favor;"verb stemmed1=y";positive
strong;favorable;"adj stemmed1=n";positive
strong;favorable;"anypos stemmed1=y";positive
weak;favored;"adj stemmed1=n";positive
strong;favorite;"adj stemmed1=n";positive
strong;fawn;"verb stemmed1=y";both
strong;fawningly;"adverb stemmed1=n";negative
strong;favour;"noun stemmed1=n";positive
weak;faze;"verb stemmed1=y";negative
strong;fear;"noun stemmed1=n";negative
strong;fear;"verb stemmed1=y";negative
strong;fearful;"adj stemmed1=n";negative
strong;fearfully;"anypos stemmed1=n";negative
strong;fearless;"adj stemmed1=n";positive
strong;fearlessly;"adverb stemmed1=n";positive
strong;fears;"adj stemmed1=n";negative
strong;fears;"noun stemmed1=n";negative
strong;fearsome;"adj stemmed1=n";negative
weak;feasible;"adj stemmed1=n";positive
weak;feasibly;"adverb stemmed1=n";positive
weak;feat;"noun stemmed1=n";positive
strong;featly;"anypos stemmed1=n";positive
strong;feckless;"adj stemmed1=n";negative
weak;feeble;"adj stemmed1=n";negative
weak;feeblely;"adj stemmed1=n";negative
strong;feebleminded;"adj stemmed1=n";negative
strong;feel;"anypos stemmed1=n";neutral
strong;feels;"anypos stemmed1=n";neutral
strong;felt;"verb stemmed1=n";neutral
strong;feeling;"adj stemmed1=n";neutral
strong;feeling;"noun stemmed1=n";neutral
strong;feeling;"verb stemmed1=n";neutral
strong;feelings;"adj stemmed1=n";neutral
strong;feelings;"noun stemmed1=n";neutral
weak;feign;"verb stemmed1=y";negative
weak;feint;"noun stemmed1=n";negative
strong;feisty;"adj stemmed1=n";positive
strong;feisty;"noun stemmed1=n";positive
strong;felicitate;"verb stemmed1=y";positive
strong;felicitous;"adj stemmed1=n";positive
strong;felicity;"noun stemmed1=n";positive
strong;fell;"adj stemmed1=n";negative
weak;felon;"noun stemmed1=n";negative
weak;felonious;"adj stemmed1=n";negative
strong;ferocious;"adj stemmed1=n";negative
strong;ferociously;"adverb stemmed1=n";negative
strong;ferocity;"noun stemmed1=n";negative
weak;fertile;"adj stemmed1=n";positive
weak;fertile;"noun stemmed1=n";positive
strong;fervent;"adj stemmed1=n";positive
strong;fervently;"anypos stemmed1=n";positive
strong;fervid;"adj stemmed1=n";positive
strong;fervidly;"anypos stemmed1=n";positive
strong;fervor;"noun stemmed1=n";positive
weak;feverish;"adj stemmed1=n";negative
strong;festive;"adj stemmed1=n";positive
strong;fetid;"adj stemmed1=n";negative
weak;fever;"noun stemmed1=n";negative
strong;fiasco;"noun stemmed1=n";negative
weak;fiat;"adj stemmed1=n";negative
weak;fiat;"noun stemmed1=n";negative
strong;fib;"noun stemmed1=n";negative
strong;fib;"verb stemmed1=y";negative
strong;fibber;"noun stemmed1=n";negative
strong;fickle;"adj stemmed1=n";negative
weak;fiction;"adj stemmed1=n";negative
weak;fiction;"noun stemmed1=n";negative
weak;fictional;"adj stemmed1=n";negative
strong;fictitious;"adj stemmed1=n";negative
strong;fidelity;"noun stemmed1=n";positive
strong;fidget;"verb stemmed1=y";negative
strong;fidgety;"adj stemmed1=n";negative
strong;fiend;"noun stemmed1=n";negative
strong;fiendish;"adj stemmed1=n";negative
weak;fierce;"adj stemmed1=n";negative
weak;fiery;"adj stemmed1=n";positive
weak;fight;"adj stemmed1=n";negative
weak;fight;"noun stemmed1=n";negative
weak;figurehead;"adj stemmed1=n";negative
weak;figurehead;"noun stemmed1=n";negative
strong;filth;"noun stemmed1=n";negative
strong;filthy;"adj stemmed1=n";negative
weak;finagle;"verb stemmed1=y";negative
strong;finally;"anypos stemmed1=y";neutral
weak;fine;"adj stemmed1=n";positive
weak;fine;"verb stemmed1=y";negative
strong;finely;"adj stemmed1=n";positive
weak;firm;"adj stemmed1=n";neutral
weak;firm;"noun stemmed1=n";neutral
weak;firmly;"adverb stemmed1=n";neutral
weak;first-class;"adj stemmed1=n";positive
strong;first-rate;"adj stemmed1=n";positive
weak;fissures;"adj stemmed1=n";negative
weak;fissures;"noun stemmed1=n";negative
weak;fist;"noun stemmed1=n";negative
strong;fit;"adj stemmed1=n";positive
strong;fitting;"adj stemmed1=n";positive
strong;fixer;"adj stemmed1=n";neutral
strong;fixer;"noun stemmed1=n";neutral
strong;flabbergast;"verb stemmed1=y";negative
strong;flabbergasted;"anypos stemmed1=n";negative
weak;flagging;"adj stemmed1=n";negative
strong;flagrant;"anypos stemmed1=n";negative
strong;flagrantly;"anypos stemmed1=n";negative
weak;flair;"noun stemmed1=n";positive
strong;flak;"adj stemmed1=n";negative
strong;flak;"noun stemmed1=n";negative
weak;flake;"noun stemmed1=n";negative
weak;flakey;"adj stemmed1=n";negative
weak;flaky;"adj stemmed1=n";negative
weak;flame;"adj stemmed1=n";positive
weak;flame;"noun stemmed1=n";positive
weak;flash;"adj stemmed1=n";negative
weak;flash;"noun stemmed1=n";negative
weak;flashy;"anypos stemmed1=y";negative
strong;flat-out;"anypos stemmed1=n";negative
strong;flatter;"verb stemmed1=y";positive
strong;flattering;"adj stemmed1=n";positive
strong;flatteringly;"adverb stemmed1=n";positive
strong;flaunt;"verb stemmed1=y";negative
weak;flaw;"adj stemmed1=n";negative
weak;flaw;"noun stemmed1=n";negative
weak;flaws;"noun stemmed1=n";negative
weak;flawed;"adj stemmed1=n";negative
weak;flawed;"noun stemmed1=n";negative
strong;flawless;"adj stemmed1=n";positive
strong;flawlessly;"adverb stemmed1=n";positive
strong;fleer;"verb stemmed1=y";negative
weak;fleeting;"adj stemmed1=n";negative
strong;flexible;"adj stemmed1=n";positive
strong;flighty;"adj stemmed1=n";negative
strong;flimflam;"noun stemmed1=n";negative
weak;flimsy;"adj stemmed1=n";negative
strong;flirt;"verb stemmed1=y";negative
strong;flirty;"anypos stemmed1=y";negative
weak;floor;"verb stemmed1=y";neutral
strong;floored;"anypos stemmed1=y";negative
strong;flounder;"verb stemmed1=y";negative
strong;floundering;"anypos stemmed1=n";negative
strong;flourish;"adj stemmed1=n";positive
strong;flourishing;"adj stemmed1=n";positive
strong;flout;"verb stemmed1=y";negative
weak;fluent;"adj stemmed1=n";positive
weak;fluster;"verb stemmed1=y";negative
strong;foe;"noun stemmed1=n";negative
strong;fond;"adj stemmed1=n";positive
strong;fondly;"adverb stemmed1=n";positive
strong;fondness;"noun stemmed1=n";positive
strong;fool;"anypos stemmed1=y";negative
strong;foolhardy;"adj stemmed1=n";negative
strong;foolish;"anypos stemmed1=y";negative
strong;foolishly;"anypos stemmed1=n";negative
strong;foolishness;"noun stemmed1=n";negative
weak;foolproof;"adj stemmed1=n";positive
strong;forbid;"adj stemmed1=n";negative
strong;forbidden;"adj stemmed1=n";negative
weak;forbidding;"adj stemmed1=n";negative
weak;forbidding;"noun stemmed1=n";negative
weak;force;"verb stemmed1=y";negative
weak;forceful;"adj stemmed1=n";negative
strong;foreboding;"adj stemmed1=n";negative
strong;forebodingly;"adverb stemmed1=n";negative
strong;foremost;"adj stemmed1=n";positive
strong;forsee;"noun stemmed1=n";neutral
strong;foresight;"noun stemmed1=n";positive
strong;foretell;"verb stemmed1=y";neutral
weak;forfeit;"verb stemmed1=y";negative
strong;forgave;"verb stemmed1=n";positive
weak;forged;"adj stemmed1=n";negative
strong;forget;"verb stemmed1=y";negative
strong;forgetful;"anypos stemmed1=n";negative
strong;forgetfully;"anypos stemmed1=n";negative
strong;forgetfulness;"noun stemmed1=n";negative
strong;forgive;"verb stemmed1=y";positive
strong;forgiven;"adj stemmed1=n";positive
strong;forgiveness;"noun stemmed1=n";positive
strong;forgiving;"anypos stemmed1=n";positive
strong;forgivingly;"anypos stemmed1=n";positive
strong;forlorn;"adj stemmed1=n";negative
strong;forlornly;"adverb stemmed1=n";negative
strong;formidable;"adj stemmed1=n";negative
strong;forsake;"verb stemmed1=y";negative
strong;forsaken;"anypos stemmed1=n";negative
strong;forswear;"verb stemmed1=y";negative
weak;forthright;"adj stemmed1=n";neutral
strong;fortitude;"noun stemmed1=n";positive
strong;fortress;"adj stemmed1=n";neutral
strong;fortress;"noun stemmed1=n";neutral
strong;fortuitous;"adj stemmed1=n";positive
strong;fortuitously;"adj stemmed1=n";positive
weak;fortunate;"adj stemmed1=n";positive
strong;fortunate;"anypos stemmed1=y";positive
strong;fortunately;"anypos stemmed1=y";positive
strong;fortune;"adj stemmed1=n";positive
strong;fortune;"noun stemmed1=n";positive
strong;foul;"adj stemmed1=n";negative
strong;foul;"adverb stemmed1=n";negative
weak;foul;"verb stemmed1=y";negative
strong;foully;"adverb stemmed1=n";negative
strong;foulness;"noun stemmed1=n";negative
strong;fractious;"adj stemmed1=n";negative
strong;fractiously;"anypos stemmed1=n";negative
weak;fracture;"noun stemmed1=n";negative
weak;fracture;"verb stemmed1=y";negative
weak;fragile;"adj stemmed1=n";negative
weak;fragile;"noun stemmed1=n";negative
weak;fragmented;"adj stemmed1=n";negative
strong;fragrant;"adj stemmed1=n";positive
weak;frail;"adj stemmed1=n";negative
strong;frank;"adj stemmed1=n";positive
strong;frankly;"anypos stemmed1=n";neutral
strong;frantic;"adj stemmed1=n";negative
strong;frantically;"anypos stemmed1=n";negative
strong;franticly;"anypos stemmed1=n";negative
strong;fraternize;"verb stemmed1=y";negative
weak;fraud;"adj stemmed1=n";negative
weak;fraud;"noun stemmed1=n";negative
weak;fraudulent;"adj stemmed1=n";negative
strong;fraught;"adj stemmed1=n";negative
strong;fraught;"noun stemmed1=n";negative
strong;freak;"noun stemmed1=n";negative
strong;freak;"verb stemmed1=y";negative
strong;freakish;"adj stemmed1=n";negative
strong;freakish;"anypos stemmed1=n";negative
strong;freakish;"anypos stemmed1=y";negative
strong;freakishly;"anypos stemmed1=n";negative
strong;frazzle;"noun stemmed1=n";negative
strong;frazzle;"verb stemmed1=y";negative
strong;frazzled;"adj stemmed1=n";negative
weak;free;"adj stemmed1=n";positive
weak;freedom;"adj stemmed1=n";positive
weak;freedom;"noun stemmed1=n";positive
weak;freedoms;"adj stemmed1=n";positive
weak;freedoms;"noun stemmed1=n";positive
strong;frenetic;"adj stemmed1=n";negative
strong;frenetically;"anypos stemmed1=n";negative
strong;frenzied;"adj stemmed1=n";negative
strong;frenzy;"noun stemmed1=n";negative
weak;frequent;"adj stemmed1=n";neutral
weak;fresh;"adj stemmed1=n";positive
strong;fret;"verb stemmed1=y";negative
strong;fretful;"adj stemmed1=n";negative
strong;friction;"adj stemmed1=n";negative
strong;friction;"noun stemmed1=n";negative
strong;frictions;"adj stemmed1=n";negative
strong;frictions;"noun stemmed1=n";negative
weak;friend;"adj stemmed1=n";positive
weak;friend;"noun stemmed1=n";positive
strong;friendliness;"adj stemmed1=n";positive
strong;friendliness;"noun stemmed1=n";positive
strong;friendly;"adj stemmed1=n";positive
weak;friends;"adj stemmed1=n";positive
weak;friends;"noun stemmed1=n";positive
weak;friendship;"adj stemmed1=n";positive
weak;friendship;"noun stemmed1=n";positive
strong;friggin;"anypos stemmed1=n";negative
strong;fright;"anypos stemmed1=y";negative
strong;fright;"noun stemmed1=n";negative
strong;frighten;"verb stemmed1=y";negative
strong;frightening;"adj stemmed1=n";negative
strong;frighteningly;"adj stemmed1=n";negative
strong;frighteningly;"anypos stemmed1=n";negative
strong;frightful;"adj stemmed1=n";negative
strong;frightfully;"anypos stemmed1=n";negative
weak;frigid;"adj stemmed1=n";negative
strong;frivolous;"adj stemmed1=n";negative
strong;frolic;"verb stemmed1=y";positive
strong;frown;"adj stemmed1=n";negative
strong;frown;"noun stemmed1=n";negative
weak;frozen;"adj stemmed1=n";negative
weak;fruitful;"adj stemmed1=n";positive
strong;fruitless;"adj stemmed1=n";negative
strong;fruitlessly;"anypos stemmed1=n";negative
weak;fumble;"verb stemmed1=y";negative
strong;fun;"verb stemmed1=y";negative
strong;frustrate;"verb stemmed1=y";negative
strong;frustrated;"adj stemmed1=n";negative
strong;frustrating;"adj stemmed1=n";negative
strong;frustrating;"anypos stemmed1=n";negative
strong;frustratingly;"anypos stemmed1=n";negative
strong;frustration;"noun stemmed1=n";negative
strong;fudge;"adj stemmed1=n";negative
strong;fudge;"noun stemmed1=n";negative
strong;fudge;"verb stemmed1=y";negative
weak;fugitive;"adj stemmed1=n";negative
weak;fulfillment;"adj stemmed1=n";positive
weak;fulfillment;"noun stemmed1=n";positive
weak;full;"adj stemmed1=n";neutral
weak;fully;"adverb stemmed1=n";neutral
weak;full-blown;"adj stemmed1=n";negative
weak;full-fledged;"adj stemmed1=n";positive
weak;full-scale;"adj stemmed1=n";neutral
strong;fulminate;"verb stemmed1=y";negative
strong;fume;"verb stemmed1=y";negative
strong;fun;"adj stemmed1=n";positive
weak;functional;"adj stemmed1=n";positive
strong;fundamental;"adj stemmed1=n";neutral
strong;fundamentally;"adverb stemmed1=n";neutral
weak;fundamentalism;"adj stemmed1=n";negative
weak;fundamentalism;"noun stemmed1=n";negative
weak;funded;"adj stemmed1=n";neutral
strong;funny;"adj stemmed1=n";positive
strong;funny;"anypos stemmed1=y";positive
strong;furious;"adj stemmed1=n";negative
strong;furiously;"anypos stemmed1=n";negative
strong;furor;"noun stemmed1=n";negative
weak;further;"anypos stemmed1=y";neutral
strong;furthermore;"anypos stemmed1=y";neutral
strong;fury;"noun stemmed1=n";negative
strong;fuss;"adj stemmed1=n";negative
strong;fuss;"noun stemmed1=n";negative
strong;fuss;"verb stemmed1=y";negative
strong;fustigate;"verb stemmed1=y";negative
strong;fussy;"anypos stemmed1=n";negative
strong;fusty;"adj stemmed1=n";negative
strong;futile;"adj stemmed1=n";negative
strong;futilely;"anypos stemmed1=n";negative
strong;futility;"noun stemmed1=n";negative
weak;fuzzy;"adj stemmed1=n";negative
strong;gabble;"verb stemmed1=y";negative
strong;gaff;"noun stemmed1=n";negative
strong;gaffe;"noun stemmed1=n";negative
strong;gaiety;"noun stemmed1=n";positive
strong;gaily;"adverb stemmed1=n";positive
weak;gain;"noun stemmed1=n";positive
weak;gain;"verb stemmed1=y";positive
strong;gainful;"adj stemmed1=n";positive
strong;gainfully;"adverb stemmed1=n";positive
strong;gainsay;"verb stemmed1=y";negative
strong;gainsayer;"noun stemmed1=n";negative
strong;gaga;"anypos stemmed1=n";negative
strong;gaggle;"verb stemmed1=y";negative
strong;gall;"verb stemmed1=y";negative
strong;gallant;"adj stemmed1=n";positive
strong;gallantly;"adverb stemmed1=n";positive
strong;galling;"adj stemmed1=n";negative
strong;gallingly;"adverb stemmed1=n";negative
strong;galore;"anypos stemmed1=n";positive
weak;galvanize;"verb stemmed1=y";neutral
weak;gamble;"noun stemmed1=n";negative
weak;gamble;"verb stemmed1=y";negative
weak;game;"adj stemmed1=n";negative
strong;gape;"verb stemmed1=y";negative
weak;garbage;"adj stemmed1=n";negative
weak;garbage;"noun stemmed1=n";negative
strong;garish;"adj stemmed1=n";negative
strong;gasp;"adj stemmed1=n";negative
strong;gasp;"noun stemmed1=n";negative
strong;gauche;"adj stemmed1=n";negative
strong;gaudy;"adj stemmed1=n";negative
strong;gawk;"verb stemmed1=y";negative
strong;gawky;"adj stemmed1=n";negative
strong;geezer;"anypos stemmed1=y";negative
weak;gem;"adj stemmed1=n";positive
weak;gem;"noun stemmed1=n";positive
weak;gems;"adj stemmed1=n";positive
weak;gems;"noun stemmed1=n";positive
strong;generosity;"noun stemmed1=n";positive
strong;generous;"adj stemmed1=n";positive
strong;generously;"adj stemmed1=n";positive
weak;genial;"adj stemmed1=n";positive
strong;genius;"noun stemmed1=n";positive
strong;genocide;"adj stemmed1=n";negative
strong;genocide;"noun stemmed1=n";negative
weak;gentle;"adj stemmed1=n";positive
weak;genuine;"adj stemmed1=n";positive
weak;germane;"adj stemmed1=n";positive
weak;gestures;"adj stemmed1=n";neutral
weak;gestures;"noun stemmed1=n";neutral
strong;get-rich;"adj stemmed1=n";negative
strong;get-rich;"noun stemmed1=n";negative
strong;ghastly;"adj stemmed1=n";negative
weak;ghetto;"noun stemmed1=n";negative
weak;giant;"adj stemmed1=n";neutral
weak;giant;"noun stemmed1=n";neutral
weak;giants;"adj stemmed1=n";neutral
weak;giants;"noun stemmed1=n";neutral
strong;gibber;"verb stemmed1=y";negative
strong;gibberish;"anypos stemmed1=n";negative
strong;gibe;"verb stemmed1=y";negative
strong;giddy;"adj stemmed1=n";positive
strong;gifted;"adj stemmed1=n";positive
weak;gigantic;"adj stemmed1=n";neutral
strong;glad;"adj stemmed1=n";positive
strong;gladden;"verb stemmed1=y";positive
strong;gladly;"adverb stemmed1=n";positive
strong;gladness;"noun stemmed1=n";positive
strong;glamorous;"adj stemmed1=n";positive
strong;glare;"noun stemmed1=n";negative
strong;glare;"verb stemmed1=y";negative
strong;glaring;"adj stemmed1=n";negative
strong;glaringly;"adverb stemmed1=n";negative
strong;glean;"verb stemmed1=y";neutral
strong;glee;"noun stemmed1=n";positive
strong;gleeful;"anypos stemmed1=n";positive
strong;gleefully;"anypos stemmed1=n";positive
strong;glib;"adj stemmed1=n";negative
strong;glibly;"adverb stemmed1=n";negative
strong;glimmer;"adj stemmed1=n";positive
strong;glimmer;"noun stemmed1=n";positive
strong;glimmer;"verb stemmed1=y";positive
strong;glimmering;"anypos stemmed1=n";positive
strong;glisten;"adj stemmed1=n";positive
strong;glisten;"verb stemmed1=y";positive
strong;glistening;"anypos stemmed1=n";positive
weak;glitch;"noun stemmed1=n";negative
strong;glitter;"adj stemmed1=n";positive
strong;glitter;"verb stemmed1=y";positive
strong;gloat;"verb stemmed1=y";both
